date,ic_lgbm,n
2017-05-17,0.06264628397375917,923
2017-05-18,0.16644729960999796,924
2017-05-19,0.05950475845995872,925
2017-05-22,0.11108991649560913,930
2017-05-23,-0.014065073762434268,913
2017-05-24,0.15352185441972266,913
2017-05-25,0.019351150936471575,915
2017-05-26,-0.01540094371898926,920
2017-05-30,-0.023908909669233102,912
2017-05-31,0.10568808595406654,905
2017-06-01,-0.08381010917820247,909
2017-06-02,-0.012080195958465498,910
2017-06-05,0.007636239776431304,913
2017-06-06,0.02910870926637052,901
2017-06-07,0.05972714209317968,904
2017-06-08,0.09052775290840925,911
2017-06-09,0.018233416320117993,920
2017-06-12,0.19692590188143977,923
2017-06-13,-0.01342759579947503,924
2017-06-14,-0.11324491619604442,928
2017-06-15,0.06104350810373282,928
2017-06-16,0.09947022050018184,926
2017-06-19,0.06144238349508473,927
2017-06-20,-0.0818025331499595,921
2017-06-21,0.09004491152743413,924
2017-06-22,0.13453629194400868,918
2017-06-23,0.16944678696235602,922
2017-06-26,0.15871400365481939,931
2017-06-27,0.09725613511300947,931
2017-06-28,-0.013319900332778883,935
2017-06-29,-0.07755035369425119,935
2017-06-30,0.0662481220138644,937
2017-07-03,0.12155597265038863,937
2017-07-05,-0.18359956895092877,935
2017-07-06,0.04733245857563018,935
2017-07-07,-0.039957241370438004,937
2017-07-10,0.03924519902597508,932
2017-07-11,-0.029243635904258946,929
2017-07-12,0.04021902622278684,925
2017-07-13,0.029343716151127235,927
2017-07-14,0.016903010774585905,916
2017-07-17,-0.00875489679090499,905
2017-07-18,0.11063049904139038,861
2017-07-19,0.08483293377228497,844
2017-07-20,0.03433472796958047,848
2017-07-21,0.10510618363551584,847
2017-07-24,0.13726444713237268,812
2017-07-25,-0.06029434769028649,717
2017-07-26,-0.011622839019224378,694
2017-07-27,-0.10143018825978616,751
2017-07-28,0.07856787625323607,811
2017-07-31,0.1492307365533563,807
2017-08-01,0.16871699765743334,735
2017-08-02,-0.06346420681352409,746
2017-08-03,0.10670125947157798,797
2017-08-04,0.06510432204476783,847
2017-08-07,0.013263612220320239,862
2017-08-08,-0.11834602998247423,858
2017-08-09,-0.04882786623685711,881
2017-08-10,-0.010122628777993314,905
2017-08-11,0.30793951543374626,907
2017-08-14,0.06264244926899659,913
2017-08-15,0.08313002275752222,908
2017-08-16,-0.2330035816220351,902
2017-08-17,-0.033794821231741795,903
2017-08-18,-0.06160787900368571,909
2017-08-21,0.028838032927093492,916
2017-08-22,-0.13416212344890635,904
2017-08-23,-0.05286398316489768,901
2017-08-24,-0.01142645309230289,902
2017-08-25,0.015012808148813202,909
2017-08-28,-0.05865336861511527,905
2017-08-29,0.029104981254868885,896
2017-08-30,-0.019532556157495145,891
2017-08-31,-0.014671389530520856,885
2017-09-01,0.05206332524832073,891
2017-09-05,-0.009207013547202063,890
2017-09-06,-0.03914257955488055,882
2017-09-07,0.039971234919044495,887
2017-09-08,0.17561688164403055,891
2017-09-11,0.15213266633149908,896
2017-09-12,0.04453446468762608,900
2017-09-13,-0.02055682108852384,894
2017-09-14,0.05271065075842286,897
2017-09-15,0.11132724261699455,898
2017-09-18,0.06693903617809825,911
2017-09-19,0.06722651836843511,911
2017-09-20,0.03135623244066672,908
2017-09-21,0.08145915991551732,908
2017-09-22,0.15771877249638463,910
2017-09-25,-0.1017008440559831,910
2017-09-26,0.03697182712378455,905
2017-09-27,0.002163356060033629,912
2017-09-28,-0.053321124667963224,919
2017-09-29,0.10425685470537349,925
2017-10-02,0.004432726393264003,923
2017-10-03,0.06468958712952005,916
2017-10-04,0.013266436570605123,918
2017-10-05,-0.06223871775733495,920
2017-10-06,0.031073857915955384,918
2017-10-09,0.06888404321550023,921
2017-10-10,-0.022190877319799483,916
2017-10-11,-0.07854292218831371,914
2017-10-12,0.0781047791231568,918
2017-10-13,0.10051349042385554,910
2017-10-16,-0.019527472971302876,893
2017-10-17,0.07422891830120669,847
2017-10-18,-0.1828609847807166,840
2017-10-19,-0.0966960895656896,841
2017-10-20,0.08139169554575955,849
2017-10-23,0.027443311301701544,810
2017-10-24,0.04506409179105773,728
2017-10-25,-0.04970630747048978,706
2017-10-26,0.061931548825092504,754
2017-10-27,0.09145585659682326,816
2017-10-30,0.08288817042208417,821
2017-10-31,0.11599098791161755,749
2017-11-01,0.011255581624072152,749
2017-11-02,0.07515594207777171,782
2017-11-03,0.10576892134535167,844
2017-11-06,0.02227826873910038,865
2017-11-07,0.04326660752030258,850
2017-11-08,-0.11723947235806573,867
2017-11-09,0.11527314628807887,898
2017-11-10,-0.08575555158173309,921
2017-11-13,-0.054751386027258035,928
2017-11-14,-0.11826712366595099,924
2017-11-15,0.01984276916756307,923
2017-11-16,0.080563945073367,921
2017-11-17,0.026111210223821183,912
2017-11-20,0.07727163477551482,915
2017-11-21,0.07716539613863525,918
2017-11-22,0.04653351998610085,937
2017-11-24,-0.020510582578326476,937
2017-11-27,-0.07203154159090411,922
2017-11-28,0.07099585102152682,913
2017-11-29,-0.012189032045530727,913
2017-11-30,-0.008828089341697359,920
2017-12-01,0.018816614733345557,928
2017-12-04,-0.017160937707709115,928
2017-12-05,-0.06839105220030836,925
2017-12-06,0.01958980533055341,929
2017-12-07,0.18922165956715742,934
2017-12-08,0.0771745448867182,939
2017-12-11,0.084932746820715,946
2017-12-12,-0.0233690554120049,946
2017-12-13,0.034757546134717696,934
2017-12-14,0.012762019547311982,936
2017-12-15,0.25518535921254104,939
2017-12-18,0.08253265256015221,953
2017-12-19,0.04252918204418985,949
2017-12-20,0.10383483749550956,954
2017-12-21,0.06313888465641566,953
2017-12-22,0.008001612347578938,957
2017-12-26,0.04305987741290009,959
2017-12-27,0.031191823427681738,946
2017-12-28,-0.04059628350582812,946
2017-12-29,0.08588170209599111,950
2018-01-02,0.05839810784609284,963
2018-01-03,0.048614817949160054,954
2018-01-04,0.016812538173391005,957
2018-01-05,0.10187115160608791,960
2018-01-08,0.08012022197611712,960
2018-01-09,0.1198147774264171,959
2018-01-10,0.11124875311104153,962
2018-01-11,0.01813035590877209,961
2018-01-12,-0.023895704869892412,955
2018-01-16,-0.009371643447848802,945
2018-01-17,0.03491992435035063,937
2018-01-18,-0.014110409689260221,933
2018-01-19,0.03340419079444314,919
2018-01-22,0.02459240683815259,910
2018-01-23,0.07908425584001308,880
2018-01-24,0.05278686205733466,879
2018-01-25,0.0766691460714467,902
2018-01-26,-0.029971265495183537,915
2018-01-29,-0.02733443687492737,899
2018-01-30,-0.04837887199733237,844
2018-01-31,0.003064328606404676,843
2018-02-01,-0.05146465876736567,870
2018-02-02,0.05100183022412644,909
